OverallQual;OverallCond;RoofMatl;roofDummy;MasVnrArea;ExterQual;extDummy;BsmtExposure;BsmtFinSF1;stFlrSF;ndFlrSF;KitchenQual;SalePrice;LotArea;Condition2;Neighborhood
5;5;CompShg;0;122;TA;1;No;528;1712;0;TA;145000;8393;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;0;872;521;TA;135500;16466;Norm;Edwards
8;6;Tar&Grv;7;0;Gd;0;Gd;351;2217;0;Gd;268000;15865;Norm;NAmes
6;4;CompShg;0;90;TA;1;No;1024;1505;0;TA;149500;12160;Norm;NAmes
5;7;CompShg;0;0;TA;1;Mn;0;672;252;TA;122900;8064;Norm;NAmes
6;5;CompShg;0;92;TA;1;No;226;918;765;TA;172500;11184;Norm;Sawyer
6;8;CompShg;0;0;TA;1;No;663;1068;0;TA;154500;8414;Norm;Sawyer
5;5;CompShg;0;0;TA;1;Mn;1064;1383;0;TA;165000;13284;Norm;Sawyer
5;5;CompShg;0;0;TA;1;NA;0;1535;0;TA;118858;7018;Norm;SawyerW
6;5;CompShg;0;415;TA;1;No;400;983;813;TA;140000;7056;Norm;NAmes
4;6;CompShg;0;0;TA;1;No;285;951;0;TA;106500;8765;Norm;IDOTRR
5;5;CompShg;0;0;TA;1;NA;0;1120;1120;TA;142953;7018;Norm;SawyerW
9;5;CompShg;0;760;Ex;2;Gd;2188;2364;0;Ex;611657;12919;Norm;NridgHt
5;7;CompShg;0;0;TA;1;No;465;1236;0;TA;135000;6993;Norm;Sawyer
4;6;CompShg;0;0;TA;1;No;322;858;0;TA;110000;7340;Norm;NAmes
5;7;CompShg;0;0;TA;1;Mn;860;1306;0;TA;153000;8712;Norm;NAmes
7;5;CompShg;0;0;Gd;0;No;0;807;702;Gd;180000;7875;Norm;Gilbert
7;5;CompShg;0;27;Gd;0;No;0;1670;0;Gd;240000;14859;Norm;Gilbert
5;6;CompShg;0;75;TA;1;No;599;902;0;TA;125500;6173;Norm;Sawyer
5;5;CompShg;0;110;TA;1;No;354;1063;0;TA;128000;9920;Norm;NAmes
8;5;CompShg;0;208;Gd;0;No;63;1636;0;Gd;255000;13501;Norm;Somerst
7;7;CompShg;0;0;Gd;0;No;223;1020;1037;Gd;250000;11500;Norm;Crawfor
5;5;CompShg;0;0;TA;1;Av;301;902;0;TA;131000;8885;Norm;Mitchel
6;5;CompShg;0;0;Gd;0;No;0;742;742;Gd;174000;12589;Norm;Gilbert
5;5;CompShg;0;361;TA;1;No;443;1105;1169;TA;154300;11600;Norm;NAmes
5;7;CompShg;0;0;TA;1;Av;196;1268;0;Gd;143500;9286;Norm;CollgCr
5;7;CompShg;0;0;TA;1;No;489;1015;0;TA;88000;6120;Norm;BrkSide
5;6;CompShg;0;0;TA;1;No;284;1001;1001;TA;145000;6270;Norm;Crawfor
6;5;CompShg;0;76;Gd;0;Av;294;612;612;Gd;173733;3000;Norm;Somerst
4;5;CompShg;0;80;TA;1;No;0;546;546;TA;75000;2001;Norm;MeadowV
2;3;CompShg;0;0;TA;1;Av;50;480;0;TA;35311;9000;Norm;IDOTRR
4;6;CompShg;0;0;TA;1;No;1059;1229;0;TA;135000;17140;Norm;Edwards
7;5;CompShg;0;0;Gd;0;Mn;48;912;1215;Gd;238000;13125;Norm;SawyerW
6;8;CompShg;0;0;Ex;2;No;528;1414;0;TA;176500;11029;Norm;NAmes
6;5;CompShg;0;105;Gd;0;No;814;936;785;Gd;201000;8462;Norm;SawyerW
5;7;CompShg;0;0;TA;1;No;1084;1272;928;TA;145900;8777;Norm;Edwards
6;5;CompShg;0;0;Gd;0;No;28;1316;0;Gd;169990;10237;Norm;Gilbert
6;5;CompShg;0;0;Gd;0;No;165;1617;0;Gd;193000;8012;Norm;SawyerW
6;6;CompShg;0;157;TA;1;No;625;1686;0;TA;207500;10240;Norm;NWAmes
5;6;CompShg;0;0;TA;1;Av;767;1126;0;Ex;175000;15611;Norm;NWAmes
8;5;CompShg;0;340;Gd;0;No;0;1234;1140;Ex;285000;11999;Norm;NridgHt
7;5;CompShg;0;342;TA;1;No;552;1098;880;TA;176000;9900;Norm;NWAmes
8;5;CompShg;0;0;Gd;0;Av;0;1788;0;Ex;236500;11838;Norm;CollgCr
7;5;CompShg;0;285;TA;1;No;0;993;1243;Gd;222000;13006;Norm;Gilbert
8;5;CompShg;0;0;Gd;0;Av;16;1466;0;Gd;201000;8925;Norm;Timber
5;6;CompShg;0;0;TA;1;No;338;925;0;TA;117500;9100;Norm;NAmes
9;5;CompShg;0;302;Ex;2;No;0;1905;0;Ex;320000;11670;Norm;Somerst
7;5;CompShg;0;210;Gd;0;Av;20;1500;0;Gd;190000;8487;Norm;CollgCr
7;7;Tar&Grv;7;0;TA;1;Gd;425;2069;0;Gd;242000;27650;Norm;NAmes
4;5;CompShg;0;108;TA;1;Mn;0;747;0;TA;79900;5825;Norm;BrkSide
7;5;CompShg;0;NA;Gd;0;No;833;1200;0;Gd;184900;10083;Norm;SawyerW
7;5;CompShg;0;0;Gd;0;Mn;341;1113;858;Gd;253000;9675;Norm;Somerst
7;5;CompShg;0;0;Gd;0;Mn;464;1391;571;Gd;239799;8760;Norm;CollgCr
7;7;CompShg;0;0;TA;1;Mn;0;1207;1196;TA;244400;24090;Norm;ClearCr
6;5;CompShg;0;0;TA;1;Gd;936;1728;0;TA;150900;12640;Norm;Mitchel
7;5;CompShg;0;298;Gd;0;No;772;1022;1038;Gd;214000;8755;Norm;Gilbert
4;3;CompShg;0;0;TA;1;Gd;1440;1440;0;TA;150000;7711;Norm;Edwards
5;4;CompShg;0;0;TA;1;Av;0;1632;0;TA;143000;25000;Norm;Mitchel
6;6;CompShg;0;541;TA;1;No;111;1344;0;Gd;137500;14375;Norm;Timber
5;6;CompShg;0;0;TA;1;No;1088;1188;561;TA;124900;8820;Norm;OldTown
5;6;CompShg;0;128;TA;1;Av;748;1144;0;TA;143000;8163;Norm;NAmes
8;5;CompShg;0;236;Gd;0;Av;1300;1629;0;Gd;270000;14536;Norm;Timber
7;5;CompShg;0;144;Gd;0;NA;0;936;840;Gd;192500;14006;Norm;CollgCr
6;7;CompShg;0;0;TA;1;No;982;1381;0;Gd;197500;9360;Norm;NWAmes
5;8;CompShg;0;0;TA;1;No;398;864;0;Gd;129000;7200;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;641;965;0;TA;119900;7800;Norm;SawyerW
5;8;CompShg;0;0;TA;1;Av;660;768;0;TA;133900;7200;Norm;CollgCr
5;4;CompShg;0;232;TA;1;Av;562;1168;800;TA;172000;11075;Norm;Mitchel
6;5;Tar&Grv;7;250;TA;1;Gd;945;980;0;TA;127500;9400;Norm;Edwards
6;6;CompShg;0;423;TA;1;No;484;979;979;TA;145000;7136;Norm;Crawfor
6;6;CompShg;0;0;TA;1;No;285;561;668;TA;124000;1300;Norm;Blueste
5;5;CompShg;0;0;TA;1;No;417;1057;0;TA;132000;7420;Norm;Sawyer
7;5;CompShg;0;0;Gd;0;Mn;699;1337;0;Gd;185000;8450;Norm;CollgCr
7;5;CompShg;0;0;Gd;0;No;604;696;720;Gd;155000;2572;Norm;Somerst
5;7;CompShg;0;0;TA;1;Gd;696;858;0;TA;116500;7207;Norm;BrkSide
6;7;CompShg;0;424;TA;1;No;896;1542;1330;TA;272000;12227;Norm;NWAmes
6;6;CompShg;0;0;TA;1;No;556;804;744;Gd;155000;2308;Norm;NPkVill
9;5;CompShg;0;0;Gd;0;No;0;1800;0;Ex;239000;11923;Norm;CollgCr
7;5;CompShg;0;44;Gd;0;No;624;824;1070;Gd;214900;11316;Norm;Timber
6;5;CompShg;0;0;Gd;0;No;0;783;701;Gd;178900;10237;Norm;Gilbert
5;7;CompShg;0;0;Gd;0;No;428;976;332;TA;160000;9600;Norm;Crawfor
5;7;CompShg;0;151;TA;1;No;902;1098;0;TA;135000;7390;Norm;NAmes
3;6;CompShg;0;0;TA;1;No;0;600;368;TA;37900;5925;Norm;OldTown
6;5;CompShg;0;105;TA;1;Gd;513;1095;0;TA;140000;10382;Norm;NAmes
4;4;CompShg;0;0;TA;1;No;0;720;472;TA;135000;10800;Norm;NAmes
7;5;CompShg;0;106;Gd;0;No;567;764;862;Gd;173000;2268;Norm;NridgHt
6;5;CompShg;0;0;TA;1;No;0;918;0;TA;99500;7892;Norm;SawyerW
7;5;CompShg;0;NA;Gd;0;No;0;1428;0;Gd;182000;11639;Norm;Somerst
7;8;CompShg;0;0;TA;1;No;0;1136;883;Gd;167500;11414;Feedr;BrkSide
7;5;CompShg;0;0;Gd;0;No;641;673;709;Gd;165000;2651;Norm;Somerst
4;7;CompShg;0;0;TA;1;No;0;869;0;Fa;85500;5900;Norm;BrkSide
7;5;CompShg;0;NA;Gd;0;No;1106;1241;0;Gd;199900;4274;Norm;Somerst
4;5;CompShg;0;0;TA;1;No;552;894;0;TA;110000;9450;Norm;Edwards
5;6;CompShg;0;0;TA;1;No;651;1121;0;TA;139000;8816;Norm;Sawyer
7;9;CompShg;0;210;Ex;2;Av;867;999;0;Ex;178400;12122;Norm;NAmes
8;5;CompShg;0;975;Gd;0;No;854;1276;1336;Gd;336000;12203;Norm;NoRidge
7;5;CompShg;0;16;Gd;0;Av;0;1266;0;Gd;159895;3182;Norm;Blmngtn
8;5;CompShg;0;0;Gd;0;Mn;0;1149;1141;Gd;255900;11250;Norm;CollgCr
5;5;CompShg;0;0;TA;1;NA;0;1302;432;Gd;126000;10125;Norm;Mitchel
5;5;CompShg;0;0;TA;1;No;1040;1164;0;TA;125000;10880;Norm;Edwards
6;8;CompShg;0;0;TA;1;No;0;1001;634;Gd;117000;5310;Norm;OldTown
9;5;CompShg;0;450;Ex;2;Av;1646;1940;0;Ex;395192;10159;Norm;NridgHt
6;6;CompShg;0;298;TA;1;No;156;1118;912;Gd;195000;12046;Norm;NWAmes
7;5;CompShg;0;0;Gd;0;No;0;778;798;Gd;197000;8125;Norm;Somerst
8;5;CompShg;0;423;Gd;0;No;1074;1407;985;Gd;348000;9452;Norm;NoRidge
8;9;CompShg;0;0;Gd;0;No;216;916;826;Gd;168000;17671;Norm;OldTown
6;8;CompShg;0;340;TA;1;Gd;536;1020;831;Gd;187000;9760;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;0;750;750;Gd;173900;8846;Norm;CollgCr
10;5;CompShg;0;230;Ex;2;Gd;1172;1718;0;Ex;337500;12456;Norm;NridgHt
4;7;CompShg;0;0;TA;1;No;384;774;456;TA;121600;4712;Norm;BrkSide
5;6;CompShg;0;0;TA;1;No;915;1050;0;TA;136500;10659;Norm;NAmes
6;6;CompShg;0;571;TA;1;No;0;1442;0;TA;185000;11717;Norm;NWAmes
3;4;CompShg;0;0;TA;1;No;0;1077;0;TA;91000;9786;Norm;IDOTRR
7;5;CompShg;0;24;Gd;0;Av;686;1208;0;Gd;206000;6762;Norm;CollgCr
3;3;Tar&Grv;7;0;TA;1;NA;0;944;0;Fa;82000;10206;Norm;Edwards
5;6;CompShg;0;0;TA;1;No;0;691;0;Ex;86000;5400;Norm;OldTown
8;5;CompShg;0;53;Gd;0;No;24;1574;0;Gd;232000;11957;Norm;Somerst
5;6;CompShg;0;164;TA;1;No;0;1680;0;TA;136905;11500;RRAn;NWAmes
7;5;CompShg;0;16;Gd;0;No;16;1504;0;Gd;181000;3182;Norm;Blmngtn
5;8;CompShg;0;220;Gd;0;Av;595;985;0;TA;149900;8385;Norm;CollgCr
6;3;CompShg;0;0;TA;1;No;1237;1657;0;TA;163500;12155;Norm;NAmes
4;4;CompShg;0;0;TA;1;No;273;546;546;TA;88000;2217;Norm;MeadowV
7;5;CompShg;0;108;Gd;0;Mn;0;1710;0;Gd;240000;12118;Norm;Mitchel
5;5;CompShg;0;0;TA;1;No;0;1008;0;TA;102000;6000;Norm;SWISU
5;5;CompShg;0;0;TA;1;No;0;720;551;TA;135000;21286;Norm;Sawyer
5;5;CompShg;0;0;TA;1;NA;0;1664;0;TA;100000;9825;Norm;Edwards
6;7;CompShg;0;0;TA;1;No;0;900;602;Gd;165000;10592;Norm;Crawfor
5;4;CompShg;0;0;TA;1;No;247;1022;0;TA;85000;7200;Norm;OldTown
6;5;CompShg;0;206;TA;1;No;336;1082;0;TA;119200;11664;Norm;NAmes
8;6;CompShg;0;0;Gd;0;No;643;810;855;Gd;227000;8400;Norm;NWAmes
7;5;CompShg;0;196;Gd;0;Gd;690;1504;0;Gd;203000;11883;Norm;CollgCr
8;5;CompShg;0;0;Gd;0;Av;1036;1360;0;Gd;187500;5814;Norm;StoneBr
7;5;CompShg;0;76;Gd;0;No;0;802;670;Gd;160000;10784;Norm;Gilbert
7;5;CompShg;0;145;Gd;0;Gd;16;1506;0;Gd;213490;3013;Norm;Blmngtn
4;5;CompShg;0;0;TA;1;No;1024;1132;0;Gd;176000;7024;Norm;Edwards
7;5;CompShg;0;84;Gd;0;Av;684;1220;0;Gd;194000;7406;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;324;912;336;TA;87000;9439;Norm;OldTown
7;5;CompShg;0;14;Gd;0;No;16;1504;0;Gd;191000;3182;Norm;Blmngtn
8;6;WdShake;3;0;Gd;0;Av;1165;2898;0;Gd;287000;15498;Norm;Timber
5;5;CompShg;0;0;TA;1;No;138;882;0;TA;112500;7700;Norm;CollgCr
5;5;CompShg;0;324;TA;1;No;697;1264;0;TA;167500;9300;Norm;NAmes
8;5;CompShg;0;338;Gd;0;Gd;1513;1646;0;Gd;293077;9520;Norm;Timber
5;5;CompShg;0;0;TA;1;No;368;968;408;TA;105000;9492;Norm;NAmes
6;7;CompShg;0;281;TA;1;No;317;672;546;TA;118000;1680;Norm;BrDale
5;8;CompShg;0;0;TA;1;Mn;0;948;980;TA;160000;7082;Norm;SWISU
7;3;CompShg;0;0;TA;1;No;523;1687;998;TA;197000;15863;Norm;SWISU
8;7;CompShg;0;0;Gd;0;No;1012;1352;1168;Gd;310000;14541;Norm;NoRidge
7;5;CompShg;0;295;Gd;0;No;986;1654;0;Gd;230000;8125;Norm;CollgCr
5;7;CompShg;0;0;TA;1;No;0;954;0;Fa;119750;6305;Norm;Crawfor
4;3;CompShg;0;0;TA;1;NA;0;845;0;TA;84000;11500;Norm;Edwards
9;5;CompShg;0;70;Gd;0;Gd;1022;1620;0;Ex;315500;12898;Norm;Timber
8;5;CompShg;0;396;Gd;0;No;0;1055;1208;Gd;287000;9240;Norm;CollgCr
4;6;CompShg;0;0;TA;1;No;0;798;546;TA;97000;1533;Norm;MeadowV
4;4;CompShg;0;0;TA;1;Av;509;630;0;TA;80000;1477;Norm;MeadowV
5;4;CompShg;0;67;TA;1;No;168;1803;0;TA;155000;13125;Norm;Sawyer
6;8;CompShg;0;252;TA;1;No;400;800;832;Gd;173000;9130;Norm;NWAmes
6;5;CompShg;0;135;Gd;0;Av;900;1306;0;Gd;196000;5381;Norm;NridgHt
7;5;CompShg;0;99;TA;1;No;1085;1532;797;Gd;262280;11839;Norm;SawyerW
8;5;WdShngl;1;0;Gd;0;No;1104;2524;0;Gd;278000;9600;Norm;NWAmes
3;5;CompShg;0;0;TA;1;NA;0;1733;0;TA;139600;13680;Norm;Edwards
9;5;CompShg;0;208;Gd;0;Av;240;1992;876;Ex;556581;16056;Norm;StoneBr
5;5;CompShg;0;0;TA;1;No;686;990;0;TA;145000;9245;Norm;CollgCr
5;4;CompShg;0;75;TA;1;NA;0;1771;0;TA;115000;21750;Norm;Mitchel
4;7;CompShg;0;0;TA;1;NA;0;930;0;Gd;84900;11100;Norm;Edwards
7;5;CompShg;0;0;Gd;0;Av;0;1302;0;Gd;176485;8993;Norm;Gilbert
7;5;CompShg;0;0;Gd;0;Av;0;1316;0;Gd;200141;11175;Norm;CollgCr
6;6;CompShg;0;272;TA;1;No;442;1127;850;TA;165000;9500;Norm;NAmes
5;6;CompShg;0;145;TA;1;Av;383;1526;0;TA;144500;8562;Norm;Edwards
8;5;CompShg;0;210;Gd;0;Mn;932;1091;898;Gd;255000;11367;Norm;CollgCr
6;5;CompShg;0;160;TA;1;No;644;1523;0;TA;180000;11361;Norm;NWAmes
7;5;CompShg;0;240;Gd;0;Av;659;1364;0;Gd;185850;7052;Norm;NridgHt
7;6;CompShg;0;0;Gd;0;No;595;979;871;Gd;248000;29959;Norm;NoRidge
9;5;CompShg;0;154;Ex;2;Av;936;1130;1054;Ex;335000;11308;Norm;NridgHt
6;7;CompShg;0;480;TA;1;Mn;297;1096;895;TA;220000;11275;Norm;Crawfor
8;5;CompShg;0;0;Gd;0;Mn;616;1338;0;Gd;213500;4920;Norm;StoneBr
3;4;CompShg;0;0;Fa;3;No;0;894;0;TA;81000;18000;Norm;IDOTRR
5;5;CompShg;0;0;TA;1;No;0;1422;915;TA;90000;13600;Norm;OldTown
6;6;CompShg;0;0;TA;1;No;397;1103;0;Gd;110500;6000;Norm;OldTown
5;6;CompShg;0;200;TA;1;Mn;740;1154;0;TA;154000;11000;Norm;NAmes
7;5;CompShg;0;0;Gd;0;Gd;1201;1306;954;Gd;328000;14000;Norm;ClearCr
6;7;CompShg;0;0;Gd;0;No;0;799;772;TA;178000;7837;Norm;Gilbert
6;6;CompShg;0;360;TA;1;Gd;674;798;813;TA;167900;9760;Norm;NAmes
6;4;CompShg;0;0;TA;1;No;837;1291;1230;TA;151400;3964;Norm;MeadowV
5;7;CompShg;0;0;TA;1;No;220;893;0;Gd;135000;9600;Norm;NAmes
5;5;CompShg;0;120;TA;1;No;586;1048;0;TA;135000;10152;Norm;NAmes
6;6;CompShg;0;0;TA;1;No;298;829;727;TA;154000;11700;Norm;NWAmes
5;3;CompShg;0;0;TA;1;Mn;0;1002;454;TA;91500;7585;Norm;Edwards
6;6;CompShg;0;140;TA;1;No;535;698;728;TA;159500;7950;Norm;Edwards
7;5;CompShg;0;0;Gd;0;Av;0;1240;0;Gd;194000;8556;Norm;CollgCr
7;6;CompShg;0;0;TA;1;No;410;960;780;TA;219500;13125;Norm;Crawfor
5;8;CompShg;0;0;TA;1;No;626;1096;370;Gd;170000;10800;Norm;OldTown
5;5;CompShg;0;0;TA;1;Mn;75;1096;0;TA;138800;15870;Norm;NAmes
6;5;CompShg;0;169;Gd;0;Mn;662;848;0;Gd;155900;4435;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;495;990;0;TA;126000;8775;Norm;CollgCr
6;7;CompShg;0;144;Gd;0;No;656;1258;0;Gd;145000;11040;Norm;NWAmes
5;5;CompShg;0;0;TA;1;No;824;1040;0;TA;133000;7500;Norm;Sawyer
7;5;CompShg;0;100;Gd;0;No;0;1459;0;Gd;192000;8749;Norm;CollgCr
6;6;CompShg;0;425;TA;1;No;553;1251;0;TA;160000;8800;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;592;691;807;TA;187500;13031;Norm;Gilbert
6;6;CompShg;0;0;TA;1;Av;747;996;0;Gd;147000;9069;Norm;SawyerW
4;5;CompShg;0;0;TA;1;No;334;546;546;TA;83500;1974;Norm;MeadowV
8;5;CompShg;0;0;Gd;0;Mn;0;1082;871;Gd;252000;10574;Norm;Somerst
7;5;CompShg;0;50;Gd;0;No;0;970;739;Gd;137500;2522;Norm;Edwards
8;5;CompShg;0;0;Gd;0;No;1039;1247;0;Gd;197000;3316;Norm;Somerst
3;4;CompShg;0;0;TA;1;NA;0;1040;0;TA;92900;8544;Norm;NAmes
7;5;CompShg;0;212;Gd;0;No;510;624;628;Gd;160000;2160;Norm;Somerst
6;5;CompShg;0;0;TA;1;No;423;1390;304;TA;136500;8400;Norm;SWISU
5;8;CompShg;0;166;TA;1;Mn;661;1200;0;Gd;146000;9230;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;248;936;0;TA;129000;5868;Norm;NAmes
6;5;CompShg;0;0;Gd;0;No;24;1314;0;Gd;176432;9317;Norm;CollgCr
6;7;CompShg;0;0;TA;1;No;0;773;582;Gd;127000;6882;Norm;IDOTRR
8;5;CompShg;0;0;Gd;0;No;0;1088;0;Gd;170000;3696;Norm;StoneBr
4;6;CompShg;0;0;TA;1;No;672;757;567;TA;128000;6000;Norm;BrkSide
7;5;CompShg;0;206;TA;1;No;704;1601;0;TA;157000;11880;Norm;NWAmes
2;5;CompShg;0;0;TA;1;No;290;438;0;Fa;60000;8400;Norm;SWISU
5;5;CompShg;0;0;TA;1;No;412;950;0;TA;119500;9758;Norm;NAmes
5;7;CompShg;0;45;TA;1;No;588;1134;0;TA;135000;7000;Norm;NAmes
6;6;CompShg;0;0;TA;1;Mn;655;1194;0;TA;159500;8910;Norm;NAmes
5;5;CompShg;0;304;TA;1;No;0;630;672;TA;106000;2016;Norm;BrDale
8;5;CompShg;0;362;Gd;0;Av;1032;1500;1122;Gd;325000;12256;Norm;NoRidge
7;5;CompShg;0;0;Gd;0;Mn;738;1442;0;Gd;179900;10357;Norm;SawyerW
7;5;CompShg;0;0;Gd;0;No;0;887;1134;Gd;274725;23257;Norm;Gilbert
6;5;CompShg;0;0;TA;1;No;0;948;742;TA;181000;8063;Norm;Gilbert
8;5;CompShg;0;42;Gd;0;Mn;1039;1836;0;Gd;280000;11362;Norm;NridgHt
6;5;CompShg;0;0;TA;1;No;219;773;885;TA;188000;8000;Norm;Gilbert
7;6;CompShg;0;660;TA;1;No;403;1098;866;TA;205000;10480;Norm;NWAmes
5;7;CompShg;0;0;TA;1;No;708;816;0;TA;129900;7100;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;643;1008;0;Gd;134500;8923;Norm;NAmes
5;7;CompShg;0;0;TA;1;No;415;833;0;Gd;117000;5400;Norm;OldTown
8;5;CompShg;0;328;Gd;0;No;1004;1734;0;Ex;318000;12085;Norm;NridgHt
8;5;CompShg;0;0;Gd;0;No;353;779;640;Gd;184100;7750;Norm;Gilbert
5;7;CompShg;0;0;TA;1;No;702;894;0;Gd;130000;9764;Norm;Sawyer
5;6;CompShg;0;0;TA;1;No;0;1021;580;TA;140000;13825;Norm;Sawyer
5;5;CompShg;0;0;TA;1;No;369;1040;0;TA;133700;7560;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;0;1012;0;TA;118400;8263;Norm;IDOTRR
7;5;CompShg;0;196;Gd;0;Av;24;1552;0;Gd;212900;10084;Norm;CollgCr
4;3;CompShg;0;0;TA;1;No;0;960;0;TA;112000;8926;Norm;Edwards
5;9;CompShg;0;0;TA;1;No;0;698;0;TA;118000;9405;Norm;Edwards
7;5;CompShg;0;170;TA;1;No;0;812;670;Gd;163900;9125;Norm;Gilbert
4;5;CompShg;0;0;TA;1;No;0;1005;0;Fa;115000;10434;Norm;NAmes
7;5;CompShg;0;130;Gd;0;No;0;1555;0;Gd;174000;3684;Norm;Blmngtn
7;5;CompShg;0;0;Gd;0;Av;1300;1530;0;Gd;259000;14572;Norm;Gilbert
7;5;CompShg;0;0;Gd;0;Av;0;847;1112;Gd;215000;11796;Norm;Gilbert
5;5;CompShg;0;180;TA;1;Gd;936;936;0;TA;140000;7200;Norm;OldTown
4;3;CompShg;0;0;TA;1;No;622;1328;653;Gd;135000;7804;Norm;SWISU
5;5;CompShg;0;0;TA;1;Mn;212;974;0;TA;93500;10712;Norm;Mitchel
6;4;CompShg;0;0;TA;1;Mn;0;1178;1032;Fa;117500;9900;Norm;OldTown
8;5;CompShg;0;0;Gd;0;No;584;1142;878;Gd;239500;9828;Norm;SawyerW
6;5;CompShg;0;0;TA;1;Av;0;916;684;TA;169000;8773;Norm;Gilbert
6;5;CompShg;0;0;TA;1;No;0;986;0;TA;102000;6180;Norm;BrkSide
6;5;CompShg;0;0;TA;1;No;280;1032;220;TA;119000;9600;Norm;NAmes
5;8;CompShg;0;0;TA;1;No;0;780;240;TA;94000;6342;Norm;Sawyer
6;5;CompShg;0;0;TA;1;Gd;1567;1567;0;Gd;196000;9819;Norm;Mitchel
5;5;CompShg;0;0;TA;1;No;645;1167;0;TA;144000;8731;Norm;BrkSide
5;7;CompShg;0;0;TA;1;Mn;852;952;0;TA;139000;7350;Norm;NAmes
5;7;CompShg;0;44;TA;1;No;381;1088;780;Gd;197500;10304;Norm;NWAmes
8;5;CompShg;0;340;Gd;0;Gd;1150;1466;1362;Gd;424870;9965;Norm;CollgCr
5;3;CompShg;0;0;TA;1;No;288;1006;0;TA;80000;9000;Norm;Sawyer
4;4;CompShg;0;0;TA;1;No;348;672;252;Fa;80000;12180;Norm;Edwards
5;6;CompShg;0;0;TA;1;No;0;1042;534;TA;149000;6240;Norm;BrkSide
6;5;CompShg;0;85;Gd;0;No;1258;1298;0;Gd;180000;11200;Norm;SawyerW
7;7;CompShg;0;0;TA;1;No;275;860;704;Fa;174500;12000;Norm;Crawfor
7;7;CompShg;0;0;TA;1;No;0;572;539;TA;116900;5700;Norm;OldTown
7;9;CompShg;0;0;TA;1;No;624;832;650;TA;143000;9000;Norm;OldTown
6;5;CompShg;0;0;TA;1;No;0;932;0;Gd;124000;8280;Norm;NAmes
5;4;CompShg;0;132;TA;1;No;176;1466;0;Fa;149900;17755;Norm;Edwards
6;7;CompShg;0;0;TA;1;No;296;1811;0;Ex;230000;14115;Norm;Crawfor
6;8;CompShg;0;0;Gd;0;Av;538;816;0;TA;120500;5890;Norm;IDOTRR
7;6;CompShg;0;288;TA;1;Gd;454;902;918;Gd;201800;13700;Norm;NAmes
5;8;CompShg;0;0;Gd;0;Gd;1157;1437;0;Gd;218000;10768;Norm;Veenker
5;8;CompShg;0;0;TA;1;Gd;633;1265;0;Gd;179900;9350;Norm;NAmes
7;5;CompShg;0;166;Gd;0;No;904;1314;0;Gd;230000;5001;Norm;NridgHt
8;5;CompShg;0;186;Gd;0;No;0;1580;0;Gd;235128;11932;Norm;Somerst
6;6;CompShg;0;270;Gd;0;No;442;943;933;Gd;185000;9120;Norm;NWAmes
6;5;CompShg;0;0;TA;1;No;311;855;601;TA;146000;2280;Norm;NPkVill
6;7;CompShg;0;72;Gd;0;No;728;1640;0;Gd;224000;14778;Norm;Crawfor
5;5;CompShg;0;0;TA;1;No;492;894;0;TA;129000;8724;Norm;Sawyer
4;4;CompShg;0;0;TA;1;Av;1198;1258;0;TA;108959;12900;Norm;Sawyer
5;7;CompShg;0;0;TA;1;Gd;680;1432;0;Gd;194000;16157;Norm;Veenker
7;5;CompShg;0;268;Gd;0;No;0;1502;0;Gd;233170;9541;Norm;NridgHt
8;5;CompShg;0;72;Gd;0;Av;0;1694;0;Gd;245350;10475;Norm;CollgCr
6;5;CompShg;0;0;TA;1;No;786;959;712;TA;173000;10852;Norm;Gilbert
6;7;CompShg;0;0;TA;1;No;626;1236;872;Gd;235000;13728;Norm;Edwards
10;5;CompShg;0;1378;Gd;0;Gd;1387;1831;1796;Gd;625000;35760;Norm;NoRidge
6;6;CompShg;0;0;TA;1;Av;522;1118;0;TA;171000;9880;Norm;Mitchel
6;6;CompShg;0;0;TA;1;No;662;1261;0;TA;163000;9120;Norm;NAmes
7;5;CompShg;0;0;Gd;0;No;0;625;625;Gd;171900;4017;Norm;Somerst
5;6;CompShg;0;0;TA;1;No;152;1636;971;Ex;200500;18030;Norm;ClearCr
6;8;CompShg;0;0;TA;1;No;503;1170;1175;TA;239000;16560;Norm;Crawfor
8;5;CompShg;0;337;Gd;0;No;700;2129;743;Gd;285000;10678;Norm;NoRidge
5;5;CompShg;0;0;TA;1;No;658;923;0;TA;119500;6951;Norm;Mitchel
6;8;CompShg;0;0;TA;1;No;468;818;406;TA;115000;3950;Norm;OldTown
5;6;CompShg;0;0;TA;1;No;0;820;523;TA;154900;7681;Norm;Crawfor
5;5;CompShg;0;0;TA;1;NA;0;1124;0;TA;93000;8335;Norm;Edwards
7;5;CompShg;0;0;TA;1;No;1216;1298;1216;TA;250000;11170;Norm;Timber
8;5;CompShg;0;186;Ex;2;Gd;1480;1652;0;Gd;392500;5587;Norm;Crawfor
